v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,target
-0.43246,1.96489,-1.3645,1.79213,-0.16622,-1.68349,0.5029,-0.99912,0.14268,-0.16914,0.47341,-0.17246,-0.77904,0
1.65399,0.82526,0.1182,2.66276,-1.41806,-1.15237,-0.44015,3.12519,-1.51248,0.769,-0.90596,1.90263,0.42035,1
0.47266,-0.16984,-2.25265,6.41756,-3.83573,0.18092,-3.88111,1.2552,-1.09587,-1.68025,-2.61624,-5.03065,0.08761,0
3.56367,2.09699,0.55519,3.49243,-1.77835,0.87496,0.84443,4.07931,-0.27592,0.18132,-0.01296,5.28784,-0.50329,1
-1.19016,0.8428,-3.3997,3.00257,-3.19904,-1.17286,-0.1267,-3.92303,-0.69673,-1.09942,1.15153,-4.5052,-0.55989,1
1.84141,3.72215,-2.15786,6.45872,-3.22944,-3.52849,0.30044,2.22126,-2.13859,0.59746,-0.06259,1.9366,0.58301,0
0.31254,0.29183,1.23038,0.39774,-0.10016,2.644,-1.22371,-0.40293,0.59405,-1.95683,0.29934,0.08689,-1.08243,1
-1.20343,0.05083,-1.2877,-1.64727,2.48349,-0.87199,1.49101,-1.20751,2.44089,0.71945,-0.23836,-0.58929,1.10918,0
0.6557,0.77598,-1.92269,1.53612,-4.30064,2.91458,1.52879,-4.71868,0.07618,-2.27371,3.58353,-1.26296,0.95736,1
-0.85303,1.09441,-0.47959,1.38921,1.69372,-1.1342,-1.1574,0.5643,1.09561,-0.38037,-1.50248,-1.01059,-0.88375,1
0.14535,1.20902,-0.64017,1.87782,-0.45709,-0.17443,-0.32082,-0.10876,0.25334,-0.65874,-0.04992,-0.16947,-2.29322,0
-1.85495,-1.09173,-0.73367,-3.53107,0.72188,2.72853,1.43839,-5.5736,2.35663,-1.56474,2.39396,-2.60564,-2.20867,0
-0.56875,-0.02691,0.75928,0.24685,2.11692,0.63203,-1.80666,1.1634,1.40432,-0.79131,-1.8452,-0.81602,-0.35429,0
-0.49855,1.33037,-2.60863,3.99948,-2.27776,-2.98262,-0.80671,-0.49234,-1.48963,0.12485,-0.54623,-2.68582,-0.74198,1
-0.53808,-1.59831,-1.39352,-1.99266,0.6872,1.47711,1.40204,-1.81532,2.42373,0.14451,0.18091,-1.62327,0.4034,0
-0.69458,-0.88935,2.34275,-1.41322,2.81398,2.32479,-2.44386,1.0116,1.51858,-1.44929,-1.67903,-0.60205,-0.28185,1
0.76965,1.1951,-1.40348,3.97667,-4.18164,0.39905,-0.81811,-1.34278,-1.77504,-1.5288,1.13779,-1.52573,0.26795,1
0.28273,-0.48723,-0.01247,0.18145,1.78674,2.98322,-0.79272,0.73931,3.4517,-1.33209,-1.55161,-0.58803,-1.02434,1
-0.40061,1.10961,2.01781,2.30598,2.38769,1.2023,-4.15955,2.49057,1.06226,-2.25578,-2.85608,-0.73754,1.03547,0
-2.65099,-0.44051,1.28543,-3.4094,4.32868,0.71445,-1.00287,-2.10737,2.29507,-1.07526,-0.49083,-1.82466,0.06816,0
-1.05662,3.89563,-1.20906,3.20351,2.43991,-4.07349,-0.42339,0.90193,0.84102,0.1579,-1.28511,0.60778,1.02516,0
0.11934,2.50539,-3.64191,4.65884,-3.59065,-0.38734,0.73537,-3.25121,0.22754,-1.60084,1.67317,-2.23241,0.51326,0
-1.20835,-0.02962,-0.08893,-0.31302,2.32535,-0.35118,-1.01956,0.10061,1.55246,-0.28421,-1.47851,-1.45999,-1.74192,0
0.17378,-0.04698,0.67841,-0.45561,4.21662,1.7965,-0.73282,2.67021,4.22715,-0.40436,-2.7728,0.97054,1.31212,1
3.30285,-1.57062,-0.7963,2.5563,-2.36359,3.76391,-0.06026,3.56632,1.71364,-0.19852,-1.67364,0.99875,0.42432,1
-1.23972,-3.60647,1.79314,-2.84461,1.19419,4.05616,-2.86595,-0.88312,1.20684,-1.79861,-1.39443,-3.86278,-1.44059,1
2.40324,2.52164,-2.54045,6.91322,-5.05802,-3.25515,0.05056,2.63044,-3.21052,0.94747,-0.22195,1.06715,0.43043,0
-2.48509,0.05322,-1.04152,-0.81457,1.69604,-0.67695,-0.68244,-2.97095,1.31748,-0.85868,-0.17682,-3.54235,-1.30006,0
-0.41038,3.65296,1.24499,2.13048,1.80846,0.66139,-1.38329,-0.56197,1.21539,-2.60787,0.38765,1.46167,0.95287,1
0.24659,0.00288,-1.18364,3.47636,-3.27056,-2.17139,-1.6935,0.90694,-3.07716,0.33542,-0.8107,-2.21907,2.15141,1
-1.31368,-2.61794,2.87112,-2.40185,1.87131,3.05805,-3.61963,0.12008,0.30985,-1.80977,-1.66005,-2.76109,-1.24189,1
1.09767,-0.32686,1.55707,2.25818,-0.97104,2.51262,-3.015,2.21243,-0.39845,-1.79785,-1.51019,-0.39301,-0.23949,0
2.42751,2.14769,0.54292,3.42346,-0.36859,-1.12052,-0.08678,4.61369,-0.58928,0.76723,-1.23854,4.17881,-1.20559,1
-0.47072,1.63761,1.7949,0.80839,3.4265,-2.08959,-1.9262,3.30991,0.1427,0.29293,-2.37657,1.67996,1.4375,0
0.52673,-0.61389,0.27382,0.73851,-0.25694,3.05384,-1.21162,0.10664,1.51518,-1.66784,-0.62298,-0.95273,0.03675,1
-0.62477,-1.9633,-1.71486,-0.12352,-2.41025,-2.44741,0.20504,-0.66626,-2.50783,1.78502,-0.111,-2.90369,-0.34908,1
-1.90636,-2.90717,-2.52659,-0.43035,-3.22412,-1.85927,-0.57795,-3.23509,-2.58174,0.83594,0.26262,-6.28415,0.92124,1
-2.7621,-3.82258,0.29586,-2.53387,0.9333,1.12338,-3.13521,-1.9772,0.04202,-0.86135,-1.81066,-6.5478,0.96316,0
0.56489,0.18777,-1.00961,2.07854,-2.54111,-0.25377,-0.25495,-0.25312,-1.29024,-0.21752,0.35798,-0.89775,-0.77377,1
-2.11464,0.20307,-1.52354,2.90285,-0.98475,-0.51831,-3.32017,-2.28174,-0.35987,-2.11792,-1.19862,-5.95341,-1.34137,0
-0.77097,-1.54568,3.56303,-2.07175,2.52517,1.31445,-3.2164,2.00514,-0.55541,-0.75506,-1.8935,-0.31734,0.58678,1
-0.49963,-2.84997,0.35748,1.5915,-3.83749,1.66337,-4.08431,-0.67085,-3.08971,-1.65985,-0.97278,-5.5177,0.32714,1
-4.03712,-0.10273,2.96591,-7.1103,7.98129,1.23569,-0.21181,-3.5963,3.96238,-1.35966,0.34105,-0.50139,-1.17527,0
0.52472,2.38225,2.6289,1.01015,2.86003,0.10096,-1.54306,2.96223,0.63824,-0.89102,-1.19021,3.44773,1.38916,1
0.23329,1.25492,1.6591,0.78804,-1.28002,2.29743,-1.19605,-1.61285,-0.93435,-2.49557,1.75526,0.52894,0.29354,1
-3.3277,1.40478,2.07069,1.72717,3.20997,-0.56151,-6.04711,-0.63753,-0.12553,-3.28639,-2.61081,-4.57574,0.31312,0
-1.31774,1.91108,-0.7811,0.93947,1.95247,-1.55309,-0.27605,-0.89487,1.30084,-0.51142,-0.4323,-0.71276,0.04841,0
-0.98778,1.72806,-2.17152,2.06904,-0.54636,-1.96033,0.31043,-1.93807,0.18089,-0.32098,0.42958,-1.74028,1.07183,0
-1.57859,4.36705,-0.30817,2.84962,3.51664,-4.0906,-1.12948,0.8338,0.88008,-0.34044,-1.40089,0.76688,-0.56017,0
0.09519,2.23251,-0.54128,1.6238,-0.53416,-1.4227,0.66792,-0.62206,-0.5738,-0.18427,1.04446,1.17934,-0.17296,0
-2.83479,-4.84521,-2.91087,-2.60364,-3.34277,-2.38326,-0.16096,-4.40343,-3.15936,1.78522,0.42015,-8.09125,0.44275,1
-1.45995,1.26818,-2.72498,2.30939,-1.31597,-0.74928,-0.23664,-3.57839,0.5826,-1.39502,0.73555,-3.75123,-0.92233,0
-1.69533,-2.01316,0.974,-0.06274,0.03368,3.70674,-4.14043,-2.06222,0.78583,-3.28955,-1.22732,-5.49185,-0.48895,0
-0.74413,-5.30549,-0.93327,-4.27925,-0.10524,2.6512,0.54624,-1.45816,1.55029,0.90819,-0.74329,-4.01562,1.04657,0
-1.13345,3.82263,1.20328,0.15915,2.81111,0.89745,-0.01269,-2.56141,2.09578,-2.64761,1.70011,1.79746,0.77375,1
-1.88606,-1.16389,0.43417,-1.06249,0.77323,3.43175,-2.28519,-3.40945,1.78816,-3.01534,0.01444,-4.32187,-1.37276,0
-1.77655,3.47118,-0.84515,1.31173,2.25495,-3.70128,0.24293,-1.2881,0.34146,-0.05848,0.25554,0.23248,-1.28877,0
-1.49683,-0.34525,-0.82477,-3.73706,-0.53554,3.11718,2.72423,-7.17478,1.77509,-1.87216,4.38378,-1.52363,-0.6096,0
-2.60485,1.49499,0.90121,-1.7086,4.56552,-0.04414,-0.97561,-2.13749,2.61872,-1.57651,-0.32318,-1.05997,0.03131,0
0.51806,1.78191,-0.9671,2.45052,-1.01964,-2.35493,0.40821,0.89737,-1.14096,0.67907,0.04513,1.0243,-1.62345,0
-1.52983,-0.45534,0.75153,1.64152,0.23052,2.33221,-4.34875,-1.18118,0.53025,-3.21581,-1.57833,-4.64602,0.17098,0
0.96919,-1.26675,1.51383,2.04861,-1.41477,2.97487,-3.53084,2.10338,-0.605,-1.88372,-1.81924,-1.51737,-0.5357,1
0.81694,-1.474,2.95272,0.63194,-1.22793,2.2557,-3.55148,2.34778,-2.24472,-1.33565,-1.23206,-0.39142,-0.2823,1
-1.12959,0.01845,-2.93131,0.70649,-2.52889,1.52138,0.96596,-5.5101,1.06974,-1.83302,2.28468,-4.05712,-1.67856,0
1.99635,1.66885,-0.47293,2.333,-4.25363,5.31626,1.08374,-3.56741,0.79999,-3.59087,3.7955,1.03265,-0.16345,1
0.04269,2.10866,-0.50904,1.87937,0.10161,-1.41274,0.15172,0.12697,-0.07237,-0.18438,0.18525,0.91566,1.09109,0
1.58414,-1.7608,0.54476,1.29785,-1.22606,4.45182,-1.86431,1.65394,1.45247,-1.7135,-1.45855,-0.97807,-0.92325,1
-1.14914,0.45784,-1.65947,0.21308,-0.69445,0.14117,0.5559,-3.39532,0.71245,-0.9658,1.26991,-2.34232,0.22237,0
2.1747,-2.1657,1.9203,-1.49949,2.29214,2.08003,-0.14226,5.60436,1.90135,1.47885,-2.89232,3.24955,0.96535,1
-1.13762,-1.19983,-0.66528,-2.03397,-1.09041,1.81803,0.74957,-4.25026,0.33092,-1.09444,2.08458,-2.51306,0.65711,0
-0.099,-0.54484,3.54574,-1.36322,4.57863,0.82773,-2.83416,4.45023,1.24292,-0.13962,-3.32702,1.73821,2.86348,1
-1.08594,0.06531,-3.46448,2.84903,-3.11943,-5.25483,0.01944,-0.8977,-3.19656,1.94713,-0.36065,-3.76264,0.6653,1
-0.8129,2.12064,-1.09026,0.67952,0.58912,-2.42395,1.1462,-1.34797,0.00562,0.33722,0.90883,0.47037,-0.52121,0
-2.45182,-0.81216,1.0867,-4.28376,4.2704,1.26566,-0.04973,-2.60562,2.77388,-0.84994,0.07064,-1.41175,1.24141,0
1.02695,-0.93888,0.4754,1.88934,-3.18733,1.47524,-1.7955,0.61924,-2.10532,-0.9569,-0.0697,-1.16441,0.74847,1
-1.36087,1.97908,-4.22179,5.1728,-2.54511,-5.91236,-0.64423,-0.87918,-2.27121,1.0723,-0.92535,-4.07679,0.88078,1
1.80683,-0.75903,1.35057,1.35829,-1.86922,1.76643,-1.35949,2.50708,-1.32714,-0.41702,-0.64075,1.09739,1.2728,1
-1.79123,-3.20102,0.79255,-4.49033,1.169,5.21227,-0.62711,-4.46256,2.70078,-2.40818,0.97897,-3.91851,-1.0117,0
-2.26183,0.07136,-2.8992,-2.27656,2.16038,-2.67943,2.7912,-3.31039,2.18106,1.52593,0.65356,-1.95482,-1.04046,0
-3.75142,-0.55588,-5.13334,0.42101,-1.49708,-3.84432,0.71336,-6.26934,-0.20802,0.43064,0.80647,-7.85528,0.24342,0
2.43473,-2.64193,-1.96504,0.80433,-3.12576,6.19922,1.06909,-0.56896,3.25414,-1.44348,0.18201,-1.36601,1.93525,1
-0.73649,0.58565,-2.57887,3.41516,-4.11699,0.466,-1.06164,-3.93361,-1.10778,-2.14699,1.37226,-4.62653,-1.7869,1
-0.76548,-0.50226,-3.42066,0.31785,-3.24481,3.32462,1.68172,-6.65073,2.04795,-2.41293,3.03774,-4.35707,-1.01891,0
1.93888,-0.83282,2.23388,-0.07438,-1.32219,2.37871,-0.703,2.26107,-1.23114,-0.36426,0.10912,2.40067,-0.01712,1
4.17446,-2.93136,-0.27148,2.44087,-4.29987,4.58269,-0.36997,4.23371,0.14373,0.0578,-1.47218,0.9854,1.40132,1
0.51442,0.89427,-1.66342,2.82671,-4.15426,1.82086,0.00672,-3.19279,-0.73486,-2.1454,2.19431,-1.90279,-1.39974,1
2.69447,1.67429,0.77721,2.36655,-0.54062,-0.42309,0.67263,4.23082,-0.49821,0.92931,-0.57243,4.79671,-0.66812,1
1.42101,0.47407,1.28958,0.35291,1.05504,1.72422,-0.13966,2.40098,1.2878,-0.36224,-0.73677,2.69633,-0.49494,1
-1.45846,1.50164,-1.89755,1.20799,-0.31551,0.14257,0.1334,-3.8634,1.30088,-1.75035,1.2217,-2.65052,0.51746,0
0.52048,-1.8794,-0.58075,-0.00838,-1.14793,4.04832,-0.57756,-1.02958,1.96908,-1.61658,-0.21943,-2.20808,0.99386,0
3.71993,2.4175,2.0444,2.99306,-1.29778,4.15398,0.06154,3.0104,0.95052,-2.02244,0.76987,5.73271,0.33259,1
0.69954,1.56297,0.63364,2.60478,-1.33426,3.14482,-1.61579,-0.95143,0.62956,-3.09929,0.72255,-0.14134,0.54326,1
1.95315,-1.93962,-2.15902,2.32205,-3.23284,4.86211,-0.13912,-0.19482,2.45454,-1.62868,-0.54128,-2.33695,0.32698,1
-1.92643,-1.62546,-0.77603,-2.01594,0.04429,3.37218,-0.51034,-4.96552,2.1274,-2.40984,1.15668,-4.5546,1.53549,0
-1.14647,-3.42927,0.03817,1.13872,-2.58129,4.63642,-4.80777,-2.2027,-0.09338,-3.52127,-1.44663,-7.54803,0.15126,0
-0.56449,1.40625,-2.83912,4.95181,-2.14991,-6.11019,-1.31465,1.76612,-3.14111,1.8483,-1.98701,-2.5557,0.8139,1
-3.12885,2.50542,-0.93644,-1.43858,3.49158,-2.21506,0.9224,-4.24399,1.94518,-0.76012,1.25746,-1.32056,-0.37794,0
-2.00975,-0.25135,-1.09938,0.50479,0.65545,-0.57074,-1.64461,-1.95659,0.62362,-0.98187,-0.89257,-4.10913,1.29161,0
1.51438,-2.17471,1.80435,0.75574,-1.8507,2.61216,-2.48737,2.7356,-1.43704,-0.65032,-1.42815,-0.36464,-1.52277,1
1.77997,-2.56886,-1.8267,3.85981,-4.42913,3.70924,-2.35264,1.16109,0.27498,-1.52884,-1.8707,-4.05647,1.57996,0
3.54313,0.59808,0.81591,2.84638,-0.3788,1.18041,-0.01301,6.02107,0.71061,0.79911,-2.0593,4.59904,-0.77537,1
2.10657,1.31283,0.73152,3.35869,-1.20508,-0.41497,-1.02748,3.92883,-1.22987,0.18321,-1.21828,2.63203,-1.1173,1
-0.92888,-3.51518,2.15646,-2.88224,0.66562,3.6465,-2.67734,-0.5568,0.26095,-1.45913,-1.02368,-3.09416,-0.37411,1
0.36076,0.36227,-3.42514,4.26852,-4.60664,2.88521,-0.52453,-3.74698,1.00632,-2.8957,1.19504,-4.45807,1.07956,0
2.63909,4.0625,0.78862,7.45992,-3.08606,3.75172,-3.03325,1.46938,0.18151,-4.50326,0.1123,1.68261,0.14683,1
-2.09773,1.17632,-1.86586,-0.93533,0.85901,0.7537,1.28555,-5.45345,2.46231,-1.7421,2.09358,-2.54106,-0.6939,0
-2.08474,1.70504,-1.91872,3.64219,0.31724,-3.31558,-2.55585,-0.6925,-0.43776,-0.7264,-1.84267,-4.18534,0.29772,0
-1.17817,4.15374,0.79897,1.50476,4.46208,-5.33265,-0.48179,2.61912,0.01511,1.15349,-1.61861,3.00129,-1.37197,0
-2.46094,-0.12142,-1.10336,-1.90328,1.40349,1.96102,0.18089,-5.31933,2.75592,-2.18567,1.37239,-3.70401,0.60811,0
-0.08888,1.10395,-2.36187,3.64453,-3.68091,-0.72536,-0.46298,-2.20883,-1.4322,-1.07984,0.99615,-2.72814,0.20036,1
2.17781,0.56111,0.61417,3.34401,-2.862,-0.901,-1.10629,3.59247,-2.94281,0.59014,-0.74462,1.92817,-1.63277,1
1.8851,0.5473,0.51307,2.11874,-2.26954,1.5774,-0.35121,1.32277,-0.86569,-0.76305,0.40963,1.63166,-0.39031,1
-0.16361,-1.00979,0.27726,0.00395,-2.54695,2.70415,-1.0296,-2.66963,-0.93221,-1.97939,1.48748,-2.30044,0.93471,1
0.62261,-3.13513,-1.1755,1.26947,-1.80227,1.44345,-1.84119,1.8156,0.17358,0.20872,-2.56856,-3.5517,-0.52007,0
-0.32711,-0.64316,-1.81402,2.74121,-2.44381,-5.35928,-1.17798,2.22135,-4.02926,2.62461,-1.90356,-2.41546,-0.83021,1
0.94616,-2.5349,-0.54334,0.51222,-0.54169,3.80748,-1.27866,1.18903,2.34678,-0.98137,-1.95803,-2.21609,0.61877,1
2.0071,-6.64074,-1.26282,-0.96106,-4.35449,6.04989,-0.76049,0.65393,0.86182,-0.18203,-1.42374,-4.40842,1.93883,0
-0.87968,-0.52011,-1.44216,-0.22896,0.50435,0.44686,0.18987,-1.55558,1.70483,-0.36651,-0.30117,-2.24922,1.4298,0
0.75133,1.21346,1.35597,1.80803,1.29874,1.73262,-1.83447,2.10878,1.35877,-1.56729,-1.398,1.22068,1.24694,1
-2.45214,1.08714,-5.68686,3.16192,-2.81576,-6.02973,1.11185,-4.04367,-1.67842,1.45225,0.54331,-5.77467,-0.23741,1
-2.13338,-2.95023,-0.42476,-2.51269,0.43917,2.10088,-1.36072,-3.20795,1.14265,-1.19174,-0.33591,-5.2295,-0.40195,0
0.77773,2.59764,0.15931,2.23797,0.38808,2.05988,-0.14685,-0.3538,2.01557,-2.20919,0.59711,1.63822,-0.92917,1
1.16933,-2.06734,-0.59857,1.41517,1.39044,3.68692,-1.87805,3.32223,4.11818,-0.85698,-3.87778,-1.68579,-0.18742,1
1.61257,0.45968,0.63035,1.13889,0.35139,2.06331,-0.15407,2.16518,1.52738,-0.61682,-0.76565,2.09521,1.30299,1
3.22924,-0.09394,1.17734,1.33239,0.8067,2.56434,0.16645,5.45348,2.11582,0.42916,-2.08865,4.39217,0.16313,1
-0.02666,-0.99821,-1.67017,0.66465,-4.03889,0.939,0.47955,-3.26467,-1.56067,-0.72071,2.02161,-2.76114,-1.85041,1
-2.1277,0.99533,-2.14485,-0.8981,2.35863,-2.43201,1.43879,-2.50128,1.98684,0.61812,0.1151,-1.70266,0.03747,0
2.03644,-0.2774,2.23923,-0.33081,0.68512,1.94757,-0.18756,3.53311,0.33196,0.17857,-0.78366,3.70366,0.29717,1
-2.19676,-0.60767,-1.17334,-1.51779,0.38111,2.43814,-0.16608,-5.33145,2.24101,-2.37148,1.40251,-4.26007,1.07611,0
0.48443,-3.10297,1.10259,-0.89759,-2.20334,4.46728,-1.91179,-0.78128,-0.34646,-1.77075,0.00157,-2.60573,0.28584,1
4.5277,0.31515,3.83946,-0.90154,-1.73516,10.0095,1.29093,0.52912,2.59585,-3.74784,3.21772,6.73681,-0.02,1
1.04203,2.7673,-1.41513,4.43106,-2.74265,1.80619,-0.24315,-1.69994,0.63382,-2.65864,1.4296,-0.12685,0.5082,1
0.69955,0.32029,-0.31983,2.50016,-2.43172,1.5938,-1.26433,-0.42844,-0.59855,-1.60886,0.2587,-1.15866,-0.1369,1
1.90792,-1.31121,-2.48736,1.22678,-1.66992,4.52895,1.50437,-0.40736,3.95949,-1.02567,-0.15873,-0.82892,-1.19895,1
0.93043,0.23737,0.92786,0.20636,0.07314,1.40887,-0.13345,1.0203,0.39847,-0.49462,-0.00235,1.55544,0.66037,1
1.69343,-0.33448,1.16844,2.21332,-2.67339,2.21888,-1.82683,1.61429,-1.55732,-1.27434,-0.20697,0.37075,1.23233,1
1.21905,0.88951,-0.18097,2.92225,-2.79682,2.18949,-0.94544,-0.45129,-0.45693,-1.97282,0.77149,-0.22995,-1.16696,1
1.53091,-2.13415,-1.09257,1.23571,-2.69633,5.3482,-0.58524,-0.6821,2.13635,-2.04739,-0.19182,-2.27375,0.11411,1
-1.116,0.43536,-1.63062,0.50056,0.39597,0.8785,0.02854,-2.63833,2.10357,-1.34277,0.25211,-2.51454,-1.71649,0
1.6792,3.94223,-2.18958,5.62709,-3.21358,-1.51671,0.99778,0.05286,-0.85302,-0.64381,1.31632,1.85253,0.12822,1
0.09305,1.82352,-2.98168,2.60701,-3.08866,-0.2031,1.69623,-3.54769,0.09732,-0.97051,2.36762,-1.25939,-0.82132,0
-0.26036,5.45555,1.02332,2.52217,4.68322,-6.24062,0.10146,4.27252,-0.15584,1.72779,-1.71649,5.40558,-0.71838,0
-2.93802,-3.62582,-0.17673,-6.10659,2.02077,6.54301,0.27827,-7.4737,4.77803,-3.22626,1.88985,-5.66246,-1.16011,0
1.45173,2.2139,-1.54701,4.80659,-3.6967,-1.95789,-0.03621,0.90998,-2.3953,0.06001,0.51927,0.70157,0.69721,1
-0.53654,-1.84187,-0.63557,-0.89492,-0.01053,2.59342,-0.57652,-1.52491,1.81414,-1.09503,-0.40454,-2.83303,-1.22999,0
-0.45643,0.26196,-2.99089,2.61454,-3.32193,-3.92937,0.47372,-1.0112,-2.77136,1.47062,0.30769,-2.60615,0.6953,1
-1.13174,2.5911,-1.23461,2.5777,1.02958,-2.68995,-0.69108,-0.37951,0.3254,-0.37913,-0.65689,-0.87447,-1.15332,0
1.67207,-2.59899,1.37503,-1.07202,-0.67508,3.56742,-0.62893,2.1433,0.55416,-0.18425,-0.92331,0.62785,1.13171,1
-1.47423,3.02423,-0.64784,0.72604,2.62826,-2.93942,0.51749,-0.91467,0.99342,0.02678,0.1021,0.67618,-0.19373,0
3.04233,3.86429,0.19515,6.01665,-1.87589,-0.93195,-0.50013,4.35679,-1.09305,-0.34713,-0.61919,4.57976,-0.75983,1
1.28046,-0.07571,-0.25595,1.15935,-2.92941,1.87772,0.36663,-0.78049,-0.8049,-0.87648,1.4208,0.29204,1.7042,1
3.248,-4.41103,-2.8405,2.39892,-3.82284,6.2733,-0.23981,2.30666,3.48023,-0.64792,-2.49207,-2.9572,0.47282,1
-0.92513,-1.34737,-2.18047,-1.08562,-3.09996,3.48534,1.28031,-6.45186,1.02098,-2.19659,3.19117,-4.11799,-1.88688,0
0.31262,-1.40701,-2.66752,2.8831,-1.89092,-1.44352,-0.99105,1.72711,-0.25364,1.08603,-2.46841,-3.27672,-0.5809,0
0.66895,-0.10935,4.12137,-0.86181,2.65746,0.44548,-2.53442,4.49799,-0.92027,0.02565,-2.07377,3.04845,-0.75446,1
-1.68805,1.01658,-0.23045,1.38989,1.88437,-1.11688,-2.22974,-0.25056,0.81686,-1.06541,-1.64867,-2.45643,-0.59523,0
-1.41331,-3.96638,-2.10595,-1.69356,-1.73143,2.05512,-0.51011,-3.27632,0.79646,-0.44269,-0.25342,-6.20853,-0.99377,0
1.3441,-2.60622,-0.16285,0.49735,-0.48841,4.06682,-1.30694,1.90428,2.31444,-0.87677,-2.12432,-1.53619,0.45657,1
1.52576,-0.39455,-0.50608,1.14041,-0.75919,3.32919,0.16887,0.62424,2.24162,-1.13616,-0.33534,0.35834,-0.0628,1
0.64305,-1.84931,-0.98484,1.24479,-3.51554,4.52393,-1.11714,-2.31,0.60811,-2.46824,0.69733,-3.47258,0.45236,1
-2.16256,-1.3657,-2.21771,1.41948,-1.8497,0.32862,-2.30466,-3.56196,-0.16819,-1.71475,-0.50821,-6.95374,-0.93434,0
-0.83773,2.53662,-0.58595,1.24603,1.32818,-0.18707,0.07743,-1.71209,1.64614,-1.43819,0.5941,0.03059,-0.39627,0
-1.84574,0.69258,0.35599,-0.70622,3.12986,-0.42806,-1.17674,-0.81902,1.72344,-0.84624,-1.01156,-1.40114,1.10383,0
2.1118,-1.41123,-2.47683,1.48208,-2.19103,5.2741,1.34678,-0.66031,4.00728,-1.46513,0.03485,-1.02973,-1.05152,1
1.14822,1.66812,2.70417,-0.6806,3.97411,0.41889,0.03291,3.96573,1.81619,0.295,-1.32237,5.20438,-0.52168,1
-1.1959,2.39192,-1.45896,1.44105,0.94601,-0.88566,0.31608,-2.32624,1.54086,-1.1502,0.62098,-0.95224,0.40226,0
0.18132,0.23439,-1.5066,1.35239,-3.53578,3.35314,0.38949,-4.43085,0.45172,-2.68642,2.67506,-2.33282,-0.91592,1
-1.22562,0.28631,-0.27911,-1.0776,1.16973,0.48692,0.2203,-2.27131,1.27561,-0.83777,0.64777,-1.164,0.80411,0
-0.9342,3.44529,-1.45541,2.1103,0.6185,-2.39276,0.79978,-1.84695,0.50746,-0.56162,1.0311,0.33831,0.79639,0
-1.62734,3.66008,1.65451,0.80497,5.86503,-4.59832,-1.52446,3.09402,0.75076,0.70618,-2.53183,2.51232,-0.22678,0
-0.54081,0.54602,-0.74355,-0.61976,-0.72792,1.85408,1.0903,-3.72703,1.11334,-1.56614,2.24428,-0.87243,1.10808,0
1.60326,-0.8075,3.97182,-0.38286,0.93565,0.90241,-2.34236,5.09608,-1.83098,0.34924,-1.87736,3.28493,-0.49452,1
-0.11312,3.98039,3.17597,0.48768,4.14234,-1.2615,-0.97366,2.29038,0.43367,-0.82401,-0.34932,4.83295,-0.70553,1
-1.81855,-0.56263,-1.88738,1.83518,-1.56443,0.73927,-2.2116,-3.32457,0.2335,-2.12276,-0.30593,-5.91177,-0.03019,0
0.2759,-1.09435,-1.56473,1.60181,-2.91092,4.25606,-0.84573,-2.93166,1.47684,-2.73026,0.75677,-3.6685,0.52904,1
-1.89107,-0.26675,-0.48262,-1.02787,1.1605,1.67903,-0.77825,-3.43363,1.95096,-1.93365,0.39717,-3.24095,0.20843,0
0.58237,-0.86025,0.44456,1.91761,-2.23134,1.48953,-2.28492,0.68358,-1.34737,-1.21258,-0.70396,-1.74432,-1.09297,1
0.26811,2.26246,-2.22022,3.5915,-2.94936,-1.8815,0.63493,-1.51216,-1.4109,-0.33411,1.35712,-0.56021,1.465,0
-0.08125,0.54272,-2.34551,2.68308,-2.24508,-3.97908,0.24986,0.54168,-2.30697,1.70638,-0.48245,-1.38539,-1.69816,1
-1.15715,1.72612,-0.28157,-0.8029,2.17191,-1.0148,1.03256,-1.66054,1.40141,-0.2211,0.78279,0.62433,0.86013,0
0.13412,-0.9887,-1.1105,-0.13113,-1.88375,3.37803,0.44663,-2.97741,1.38614,-1.7394,1.39726,-2.09112,-0.99938,0
-0.80624,-0.50789,0.01006,-0.26599,0.76196,0.80538,-1.02143,-0.69391,0.88006,-0.81392,-0.61856,-1.77239,-0.85192,0
0.97759,-2.08393,-0.87902,4.81966,-3.2853,1.66831,-4.52298,2.87337,-1.00976,-1.34766,-3.56805,-4.69747,2.11492,0
-0.0574,2.90573,-1.02148,1.9701,-0.48171,-3.6202,1.26719,-0.1955,-1.43645,0.90035,1.05275,1.7658,0.4258,0
2.09218,2.19401,-0.1395,3.74618,-1.72139,-0.28118,-0.00675,2.43511,-0.71417,-0.20351,-0.09497,2.76843,1.00798,1
-1.73318,3.30471,0.95961,1.24814,3.91549,-0.43278,-1.87319,-0.62682,2.21686,-2.21662,-0.82702,0.03395,0.69116,1
-0.66265,-1.55648,-1.47836,0.49193,-0.73622,1.21951,-0.96684,-1.19721,1.07639,-0.74146,-0.90679,-3.71552,-1.15938,1
-0.24135,0.45273,-1.18529,2.5351,-0.82571,1.47225,-1.53475,-0.96378,1.25686,-1.91783,-0.67378,-2.63015,0.7542,0
