v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,target
-4.16227,-1.46866,2.08139,2.43123,-1.37967,-2.326,-0.67368,2.0093,-0.83179,0.29887,1.57609,-0.63749,0
4.18586,-0.21013,-2.22798,-0.53621,-0.85198,-4.15921,-1.27085,0.97311,3.60302,-3.61736,-3.12999,-1.95992,1
-0.54617,1.58653,-1.93765,-0.29031,0.79921,1.65074,-0.75896,-0.94847,-0.03979,0.52235,-1.98665,1.58739,1
4.15299,-2.22227,0.87184,1.11312,-0.18007,-2.5953,2.11366,3.74924,2.37706,-2.07139,1.23746,-2.48141,0
4.80102,2.0537,-1.41179,-0.44144,-1.48454,-1.04109,0.90493,4.02962,3.22125,-4.45554,-2.57376,-0.78707,1
1.06885,-0.66833,1.47375,-3.57312,-1.29612,-1.02183,-0.74971,-3.93513,-0.74537,0.11314,0.98942,-0.87533,1
-3.39102,0.11756,-3.33264,3.09543,-0.602,-2.66858,-1.9179,5.04454,2.86722,-0.36665,-4.92867,2.44823,0
-6.25608,-4.35256,3.04777,1.10579,-2.61478,-3.81579,-0.2019,3.61753,-0.14967,3.07561,1.49043,1.66472,0
-1.1739,-0.98915,-2.63372,-0.25624,-0.6743,-2.3487,-1.30604,2.29534,2.72815,0.76077,-4.14041,2.57206,0
-5.40911,0.43963,2.64509,-1.54686,-2.73753,-0.23879,-1.71876,-1.973,-2.64549,1.35743,1.13847,1.21508,1
-0.8125,-0.46515,-1.32063,-0.47239,-0.89078,-2.42946,-1.75274,0.02128,1.37785,-0.27463,-2.3993,0.56636,0
0.5174,1.66779,-0.61059,0.67946,-0.02917,-0.83287,-1.70423,-1.9093,-0.31758,-2.38507,-0.4793,-2.09783,0
-4.28617,0.3368,0.08718,2.12296,0.71746,0.19389,-1.86673,-1.92608,-2.07452,1.14936,0.57893,-0.12775,1
1.53876,-2.06365,-0.83886,-3.01279,-0.38752,-2.32623,-0.97224,-2.33411,1.43908,0.98642,-1.45271,0.39575,1
1.32091,2.80581,-0.74297,-0.51611,-0.71267,0.76124,-0.57591,-0.25643,0.15972,-2.50002,-1.25294,-0.49071,1
1.84855,1.59241,-1.98073,-1.40688,0.96158,-0.47075,-2.62351,-5.55197,-0.29112,-1.49523,-1.52018,-1.80221,1
-2.64175,1.56224,-0.38138,0.10853,0.00388,1.42014,-1.17569,-1.42329,-1.38958,0.69919,-0.58848,1.1394,1
-0.54258,-1.39039,1.449,-0.55483,-2.23742,-2.21679,0.52074,2.91751,1.09736,-0.32332,0.11213,0.37618,0
-1.08593,0.85864,1.19898,-1.30527,-1.92334,-0.47495,-0.71093,-0.53402,-0.63567,-0.75372,0.13484,0.02984,1
-5.06699,-1.49843,0.91518,1.2355,-2.20503,-3.81483,-2.36434,1.08035,-0.03717,0.44417,-0.6126,0.3098,0
1.4421,-0.52823,1.4036,1.11856,-2.37561,-3.11784,0.85104,4.75255,1.94951,-3.17587,0.27447,-1.7541,0
-3.17865,2.15293,-0.47699,-0.57123,-0.28509,1.59023,-1.88373,-2.66864,-1.83004,0.71185,-0.92828,1.33517,1
-1.0657,2.39285,0.40208,-1.5051,-1.0474,2.64707,0.28066,-0.08251,-1.10123,0.1238,-0.3769,1.85982,1
-0.17914,-0.98285,-0.86461,-0.73201,-1.19353,-3.32473,-1.79045,-0.24044,1.54962,-0.71382,-1.96523,-0.24126,1
-1.85469,-0.20607,2.40619,0.7884,-2.63099,-1.68273,0.37534,3.32034,-0.04831,-1.27092,1.15445,-0.42448,0
3.06125,-0.94602,2.81353,1.76138,-0.78539,-0.55813,3.32438,4.88306,0.73645,-2.35185,3.28836,-2.51615,0
-0.80214,-1.17922,-1.02681,2.89093,-0.11134,-3.13592,-0.80745,3.12369,1.84411,-1.14516,-1.32704,-0.81434,0
-3.10449,-0.99961,-3.1625,3.57301,0.80606,-2.98712,-2.31495,2.49128,2.0419,0.33605,-3.5874,0.98205,0
-3.19524,0.12872,-0.39901,-0.16497,-0.07327,0.50497,-1.17176,-1.05199,-0.89311,1.82782,-0.80947,1.80041,1
3.15924,1.48899,-1.73702,-1.44517,-0.09032,0.09344,-0.18704,-0.27338,1.51713,-1.85161,-2.12592,-0.09705,1
-3.16979,0.83213,-0.81809,2.53851,-1.51448,-1.66203,-1.04554,4.35927,1.1802,-1.16066,-2.24523,1.14189,0
3.16412,-2.88169,3.37345,1.99523,-0.42425,-2.33831,2.95151,3.724,0.72884,-1.86117,4.31481,-3.81483,0
-6.3321,-0.83668,1.59605,-1.3915,-2.20227,-2.53233,-3.81502,-4.45735,-2.39742,1.88529,0.2072,0.49654,1
-4.90087,1.29543,0.80028,-0.08532,-1.04923,-0.64179,-3.43456,-4.46395,-2.77874,0.31902,0.2586,-0.45031,1
1.04249,-1.02342,1.09119,0.57346,-0.98247,-1.11317,1.52187,3.52429,1.17447,-0.83289,0.69425,-0.36308,0
3.74187,3.35815,-2.3895,0.67018,1.96179,4.55432,2.2582,2.296,0.88273,-1.38218,-1.50786,1.13621,1
7.23167,-0.99689,2.13795,0.46729,-0.96984,-1.24476,4.30825,5.84283,2.68339,-4.06256,2.46147,-3.28133,0
7.36221,0.28519,0.80158,-1.5268,-1.68686,-0.14159,4.16401,6.2207,3.49824,-3.70482,0.04312,-0.8268,0
-5.68511,-2.80961,-0.86045,3.28057,-0.78196,-4.97512,-2.84022,2.24132,1.14529,1.25286,-1.91587,0.62729,0
0.21402,0.93471,0.82876,-3.14374,-2.53054,-0.90825,-0.93222,-1.29443,0.05569,-1.05756,-0.78164,0.32696,1
4.76416,-2.02747,1.92633,-0.32591,-3.60838,-5.51148,1.80011,6.41615,4.05755,-4.60641,0.15659,-2.77898,0
-2.3348,1.5931,-1.50143,1.1302,1.31246,1.96329,-1.13807,-1.41306,-1.16071,1.00889,-1.05481,1.20394,1
1.69513,-1.17786,1.47566,1.11157,-1.48027,-2.673,1.10407,3.68458,1.5198,-2.30569,1.005,-1.95687,0
0.20869,0.46355,2.12828,-2.70251,-3.03095,-1.51208,-0.52447,-0.76688,-0.28309,-1.56148,0.5917,-0.70716,1
-1.39475,0.54534,-2.49115,-0.27003,0.45918,-0.28336,-1.85896,-1.09487,0.68916,0.80637,-2.9984,1.69773,1
-5.43126,-2.98413,-1.64147,3.00897,-0.59993,-4.95253,-2.77328,2.71536,1.81488,1.64731,-2.85978,1.43385,0
-0.90834,1.47065,-1.07757,-1.22129,0.09978,2.64942,0.35131,0.28287,-0.18822,1.39304,-1.56807,2.9357,1
2.16617,1.76373,-2.79081,1.5051,2.1133,0.09264,-1.49656,-2.19121,0.5131,-2.04944,-1.66989,-1.90188,1
-5.68933,1.375,-1.47109,1.94752,1.93518,4.58262,-0.02827,0.55926,-2.05905,4.18583,-0.99911,4.51892,1
1.25457,-2.89078,2.17448,0.85636,-3.03458,-5.77862,0.55833,4.92274,2.65331,-2.72029,0.74125,-2.41144,0
3.56552,-1.31255,-1.28066,3.09489,2.87124,0.27422,2.19652,2.82413,1.64425,-0.54058,0.64789,-1.53959,0
-1.10598,-0.78704,-1.89017,0.80704,0.17722,-2.74643,-2.28425,-0.71287,1.19231,-0.15735,-2.28101,-0.19131,0
2.85615,-0.12795,1.54704,-2.56524,-2.86089,-1.21759,1.66394,3.08971,1.77906,-1.90936,-0.07549,0.1106,1
0.99876,-1.29738,-1.01655,-0.78522,-1.45481,-4.04914,-1.4096,0.87283,2.48845,-1.38441,-2.30363,-0.50965,1
-6.13631,-3.52142,4.33544,-2.69147,-4.64375,-4.79408,-2.11748,-1.21673,-1.3941,2.27225,1.76862,0.73425,1
-1.23995,-1.43295,-0.41955,-0.33056,-1.87991,-3.96274,-1.6972,1.19514,1.76904,-0.54163,-1.97917,0.19272,1
-1.03771,-0.79814,0.77574,-1.32328,-1.78953,-1.61045,-0.45848,0.56162,0.45645,0.22679,-0.44333,0.71346,0
4.35869,0.09125,-0.1372,0.71075,0.33893,-0.03061,2.16136,3.10555,1.81015,-2.27828,0.32332,-1.44537,0
0.45775,-0.82747,-2.08825,-0.14191,-0.41309,-4.29846,-3.00409,-1.71191,1.9112,-1.50713,-2.80274,-1.36869,1
-2.85839,-1.41646,-3.57999,1.83639,-0.12194,-3.86303,-2.68514,2.46238,2.96632,0.64854,-4.91527,2.0381,0
-1.18696,0.52836,1.55725,-2.24311,-2.27322,0.70029,0.61019,1.04351,-0.39662,0.49616,0.11684,1.85365,1
-0.59613,3.22822,-4.28615,1.12265,3.08626,3.84708,-1.29726,-2.13699,-0.40761,0.84267,-3.28698,2.10772,1
-0.74595,-1.78317,0.29604,0.90159,-0.81947,-2.78286,-0.36633,1.85598,1.14642,-0.18403,-0.24872,-0.42754,0
-1.36322,0.82598,-0.0332,0.57173,-1.54601,-0.83952,-0.40504,2.50514,0.67671,-1.05129,-1.21302,0.71932,0
-5.33657,0.45539,2.05151,1.42652,-0.85073,-0.25433,-1.96618,-2.21984,-3.07477,0.72226,1.96792,-0.67499,1
-3.18958,-0.73424,-0.85259,1.75162,-1.10365,-2.97325,-1.87648,2.05727,1.10035,-0.15766,-2.01108,0.62738,0
-5.17104,-1.202,2.09418,-0.03757,-1.94699,-2.48123,-2.39549,-2.0041,-1.85516,1.16514,1.11195,-0.21069,1
-1.96493,-1.06097,-0.14086,-0.53263,-1.82464,-2.23725,-0.76428,2.10985,1.31053,0.50527,-1.74526,1.63838,0
6.47306,2.54147,-2.22963,-3.22191,-0.34686,2.34768,2.27538,2.38465,2.93483,-2.28994,-3.01351,1.59246,1
-2.78584,0.84357,-0.77619,-0.29543,0.08235,1.35232,-0.91204,-0.82232,-0.83689,1.65728,-1.17807,2.18996,1
-5.98366,-0.72191,1.66016,-1.76687,-2.39024,-2.30611,-3.52132,-4.15395,-2.25326,1.83786,0.13644,0.73942,1
-5.78232,-1.59388,0.91356,2.58379,-2.52146,-2.97395,-0.63886,5.77281,0.92001,0.89258,-1.04464,2.1331,0
1.79177,1.97218,1.56232,-3.21472,-2.71825,1.84982,1.93897,2.27303,0.32908,-1.2708,-0.05343,1.58956,1
6.29877,3.45276,-2.97425,-2.48611,0.22507,1.72809,0.56652,-0.05128,2.36461,-3.41174,-3.33339,0.01947,1
1.16008,0.05966,-0.89632,-0.21645,0.05662,0.33593,0.82536,1.9155,1.27119,-0.05543,-1.1756,1.0448,0
1.2927,2.02149,2.00449,-1.65741,-2.46017,-0.18694,-0.00451,-0.37187,-0.64651,-2.9529,1.03708,-1.62577,1
-1.51794,-0.80961,1.30249,1.73426,-2.02991,-3.03159,-0.30901,3.44226,0.85258,-1.61772,0.24517,-0.99417,0
7.79001,-0.71417,-0.99802,-0.14994,-0.33868,-2.3606,2.49576,4.76523,4.41385,-4.10785,-1.12526,-2.27332,0
-3.25273,-2.63095,-1.37928,1.09716,-0.64594,-2.87797,-0.82102,3.52829,2.1506,2.14456,-2.65523,2.70702,0
-4.36356,-2.19888,-2.09535,2.6893,-0.4054,-4.25603,-2.54469,2.63539,2.00558,1.10222,-3.24053,1.43511,0
-0.49889,-2.6542,-5.51617,-0.80037,0.70326,-3.28569,-1.82594,2.32002,4.84649,2.61066,-7.04769,4.46951,0
-1.26365,1.30781,0.63038,-0.0603,-2.20874,-1.04563,-0.76174,1.56655,0.19616,-1.7412,-0.76341,0.06,1
-1.90036,-0.28527,-2.55879,1.54273,-0.32754,-2.00894,-1.33248,3.11744,2.2778,0.06767,-3.70007,1.92099,0
4.864,3.59826,-1.58936,-2.22562,-0.52502,0.94168,-0.37537,-1.51957,1.05921,-3.94382,-2.00471,-1.30778,1
1.78955,2.66361,-1.84545,-1.42273,0.1767,1.32742,-0.91326,-1.88522,0.27546,-1.50422,-2.08512,0.2204,1
1.59859,-1.58519,-1.64378,-2.34062,-0.01228,-2.31429,-1.29679,-2.08987,1.73959,0.56586,-2.16613,0.34487,1
-5.47662,-3.22107,-0.39624,1.81516,-1.65278,-4.72869,-2.04287,3.2333,1.58577,1.94024,-2.11797,1.93064,0
2.42774,-0.18983,0.78837,-1.01673,-2.6421,-4.298,-1.07837,0.62619,1.79802,-3.82927,-0.56252,-2.78252,1
0.59384,3.08654,-0.35589,0.98339,0.63055,3.95877,1.60508,1.92995,-0.7148,-0.88601,0.04735,0.95355,1
-4.00076,-1.77524,-2.3593,3.47529,0.35584,-3.59148,-2.37294,2.47235,1.73933,0.85722,-2.9478,0.96975,0
-1.83649,-1.03053,0.2206,-0.68545,-1.87205,-3.13293,-1.7717,-0.03197,0.7081,-0.19216,-1.15809,0.11808,1
-2.30736,-1.99272,1.15512,2.92552,1.10813,-0.63784,0.33271,0.81056,-0.99997,1.39898,2.23762,-0.91492,0
-2.13111,1.89833,2.67918,1.77551,-2.07383,-0.14251,-0.145,1.57674,-1.7082,-2.50791,2.13281,-1.7989,0
2.07912,1.47324,-0.17332,-0.4241,-1.90223,-1.60681,-0.24789,1.97559,1.59785,-3.40475,-1.36034,-1.08845,1
-7.2731,-0.60851,0.33169,6.84409,-0.68874,-4.10377,-3.00863,3.28184,-0.63027,-1.06002,-0.01925,-1.63452,0
-0.42271,2.90517,-0.91138,0.25188,0.5031,2.09394,-0.95937,-1.84408,-1.20917,-1.01182,-0.66678,-0.07246,1
-2.30283,-0.27051,-1.73342,2.56892,0.10959,-2.01289,-1.54268,2.05043,1.19519,-0.27839,-2.18937,0.44161,0
-3.00379,0.42304,0.74188,-1.83267,-1.7926,-0.54946,-1.74084,-1.99147,-1.09692,0.82086,-0.53227,1.18156,1
1.73409,-0.14079,2.44166,-2.75119,-3.12288,-1.2319,1.15166,1.65247,0.67091,-1.60948,0.88569,-0.32826,1
-0.33587,-0.50315,2.84726,0.18477,-3.45493,-2.84903,0.65173,3.981,0.7536,-2.44538,1.22447,-1.25653,0
-1.40215,-1.6358,-2.27228,-0.97742,0.48452,-3.19177,-3.40501,-3.96169,0.802,1.24872,-2.63458,0.1533,1
3.25214,2.19696,-0.92866,-1.99656,0.17961,0.38367,-1.18623,-4.00189,-0.19061,-2.38924,-0.69475,-1.90196,1
-3.23753,-1.44864,-2.40074,1.84655,-0.5912,-2.9909,-1.55112,3.80079,2.51563,0.99678,-3.82364,2.48995,0
3.42938,1.35543,-3.43851,0.3203,0.02748,-1.84021,-0.92643,1.90711,3.36671,-3.14163,-4.13648,-0.40681,1
7.07453,5.55296,-4.34249,-1.71467,1.93487,4.94929,1.2535,-0.22699,1.81207,-3.41037,-3.80146,0.72661,1
0.28844,-2.98826,2.9666,1.32744,-3.13594,-5.95386,0.24397,4.24915,1.80115,-2.6817,1.71597,-3.06395,0
-2.2166,-2.70434,-0.86602,-0.04767,-0.36847,-4.03106,-2.46803,-1.38188,0.98713,1.29749,-1.518,0.06684,0
3.15354,2.93016,1.00892,-0.96692,-2.25149,-0.30705,0.25482,0.97783,0.46694,-4.66948,0.08116,-2.2512,1
-2.8748,-0.95135,1.74597,-0.33707,-2.66742,-2.05673,-0.36427,2.27199,0.15127,0.22931,0.0913,0.93008,0
-1.92995,-1.60124,-3.55916,0.9431,0.12285,-3.44124,-2.35063,1.67416,2.94584,0.97782,-4.71643,2.10009,0
-2.02211,0.13804,-2.40166,0.49661,-0.44403,-1.86027,-2.11587,0.81553,1.52558,0.10692,-3.54435,1.60106,0
-0.94538,-2.21773,-0.9732,-1.54097,-0.76514,-3.36609,-1.9671,-1.42772,1.35107,1.13673,-1.96675,0.66997,1
-3.70903,-2.02644,-1.0224,-0.58152,-0.41444,-3.94876,-4.00731,-4.07915,-0.12097,1.61695,-1.74942,0.01995,1
-3.00601,-0.22918,0.49289,1.01937,-2.08083,-1.86071,-0.59951,3.40518,0.71936,-0.29384,-1.05362,1.15721,0
1.69462,0.73525,0.91552,0.42357,-1.86659,-0.89201,1.3219,4.21502,1.43052,-2.67359,-0.04337,-0.64656,0
-3.86104,-0.92805,3.84155,-2.91479,-4.23002,-1.80224,-0.66771,-0.20479,-1.44477,0.88836,1.56038,1.05071,1
-6.55796,-2.33763,2.69021,1.45016,-1.15748,-1.38235,-0.92957,0.18169,-2.20329,2.99652,2.24389,0.89573,0
-3.78823,-1.59692,-0.05935,1.59558,-1.47742,-2.1331,-0.25917,4.57014,1.33006,1.23148,-1.50715,2.28845,0
-2.76629,-1.09235,0.39164,-0.8178,-1.15718,-2.01388,-1.83727,-1.53117,-0.36911,1.07838,-0.49795,0.52147,1
-5.71927,-0.30133,4.62602,-3.16405,-4.78496,-1.54692,-1.57479,-1.78119,-2.80955,1.10621,2.14473,0.98127,1
0.81584,-0.88458,0.65679,0.43562,-0.44164,-0.76222,1.05625,2.22136,0.8091,-0.40278,0.527,-0.29934,0
-3.69641,0.267,1.1483,1.8339,-2.44708,-1.04975,0.22412,5.30569,0.45796,-0.44535,-0.52165,1.56791,0
-0.66884,1.38073,1.80713,0.07595,-1.77524,1.03807,1.18823,2.644,-0.55723,-1.11743,1.01248,0.35243,0
-1.15587,1.02004,0.33812,-1.59467,-1.31506,0.10356,-0.97731,-1.29637,-0.60811,-0.09799,-0.58446,0.71123,1
-0.14103,2.38534,-0.77315,-1.50698,0.6504,1.13496,-2.52611,-6.29656,-2.05064,-0.67592,-0.29315,-1.22537,1
-4.92815,-1.4581,1.57001,2.49905,-0.55371,-1.2601,-0.70169,1.31663,-1.29407,1.5315,1.41237,0.25047,0
-4.37232,1.61644,0.61804,1.03555,-0.12281,1.27682,-1.729,-2.20424,-2.64971,0.75494,0.63695,0.35976,1
-0.14096,-0.82495,-3.80526,0.20377,0.62432,-1.93744,-1.46468,1.41768,2.96169,0.72783,-4.61661,2.20758,0
-3.00516,-1.13663,-0.76278,1.52911,-0.87067,-2.93678,-1.75032,1.64034,1.02081,0.23863,-1.74337,0.60147,0
0.01652,-2.73782,2.61277,1.59419,-3.54204,-6.44887,-0.03712,5.11049,2.2898,-3.14096,0.96387,-2.84615,0
1.19736,0.32284,-2.21296,-1.03867,0.50144,-1.79244,-2.46605,-3.47624,0.84925,-0.93167,-2.29644,-0.94308,1
-1.04603,-1.19296,1.7647,1.6128,0.00111,-0.06681,1.20161,1.81973,-0.66857,0.5345,2.22644,-0.57886,0
-5.4547,-2.3713,0.29667,2.16069,-1.91045,-4.21862,-1.89494,3.18803,0.92458,1.10039,-1.31364,1.20515,0
-2.7542,-3.06565,-1.16223,0.21909,-0.45413,-3.95932,-2.04916,0.20356,1.53652,1.91383,-2.09292,1.15591,0
-3.15007,-2.93967,3.59673,-0.96253,-2.3592,-2.44572,0.02989,0.2319,-1.093,1.72169,2.6536,-0.04625,0
-1.96216,1.08127,-0.07514,0.70917,-2.19134,-0.45377,0.23322,4.83149,1.22427,-0.89595,-1.86973,2.04257,0
0.41912,-2.05706,-0.91583,-2.92005,0.1743,-2.62199,-2.40176,-5.28668,0.30853,1.38138,-1.08278,-0.41688,1
0.36007,1.59928,-0.17751,-3.0335,-1.74741,-0.3563,-1.53027,-2.52674,-0.0933,-1.06205,-1.45835,0.33465,1
-5.05614,-1.78649,2.56099,1.71597,-2.58925,-2.00584,0.33372,4.71109,-0.20868,1.15444,1.05674,1.42674,0
0.89163,1.42541,-2.80902,-0.02528,-0.1372,-0.3549,-0.78422,1.70676,2.13631,-1.19801,-3.70614,1.38615,0
-1.9913,0.45027,-1.72278,2.46364,1.42473,0.74808,-0.54216,1.08845,0.05323,0.80821,-1.26547,1.04164,0
-3.12213,2.01503,0.08934,0.17021,-0.10609,1.9665,-1.16262,-1.7616,-2.04838,0.66517,-0.05392,1.03478,1
5.31823,-0.75406,1.04365,-0.4093,-0.67664,-0.53756,3.19656,4.2197,2.26517,-2.33025,1.05503,-1.39785,0
0.09801,-1.04032,-2.46999,0.29307,-0.4717,-4.60827,-2.96752,-0.60596,2.43256,-1.3772,-3.3915,-0.86973,1
-4.20822,0.82952,0.99513,-0.97869,-1.55328,-0.53117,-2.51921,-3.12615,-2.07411,0.68255,0.03409,0.45799,1
2.26175,0.72197,-0.67611,-0.47279,-1.71156,-2.44164,-0.51834,1.92866,2.19287,-3.1142,-1.89169,-1.02329,1
-1.92862,-1.23456,1.57208,-2.70403,-2.89148,-2.52052,-1.19098,-0.68815,0.07346,0.58139,-0.28901,0.841,1
0.28564,-0.86306,2.22841,0.50515,-2.65215,-2.80668,0.75596,3.80271,1.06599,-2.19535,1.03136,-1.36774,0
1.50424,1.94747,-0.99711,-1.17593,-0.19573,1.17527,-0.12266,-0.49962,0.33744,-1.16053,-1.3364,0.40323,1
-0.01899,0.40754,-1.18277,-0.55326,-0.72397,-1.54119,-1.44816,-0.3466,1.00545,-0.90599,-2.00701,0.12028,1
3.12769,1.26711,3.29441,-1.13636,-5.04956,-2.21676,2.3336,6.75777,2.08832,-5.22311,0.80809,-1.50318,1
3.41256,1.1491,-1.48435,-3.00073,-1.00701,-0.19268,0.01687,-0.02776,1.98333,-1.49777,-2.57881,0.78649,1
-2.59436,-1.3067,-1.59084,2.20383,0.28339,-3.31849,-2.53479,-0.03715,0.90741,0.13245,-1.84559,-0.4121,0
-2.47401,1.92295,-2.08761,-1.47903,0.59006,4.68027,0.77496,1.17611,-0.25751,3.37943,-2.8093,5.77139,1
-0.35147,0.34001,0.26591,-1.87905,-0.73864,-1.03206,-1.91625,-3.90876,-0.86594,-0.33907,-0.10512,-0.89173,1
-0.56516,0.82938,3.9776,-2.39698,-4.17895,-2.9709,-1.66904,-2.53747,-1.63065,-3.22018,2.37095,-3.21887,1
0.02495,2.06758,3.61335,-1.41818,-3.77308,-0.58331,0.20911,0.71998,-1.24505,-3.35814,2.12861,-1.87239,1
0.91047,0.47203,-0.16084,1.06284,-0.78422,-0.84145,0.56739,3.15737,1.31904,-1.79971,-0.67786,-0.35809,0
1.54617,-1.7616,0.75081,-0.6429,-1.09343,-1.7772,1.22866,2.65867,1.67056,-0.29339,0.11843,-0.00617,0
0.7805,2.92593,1.11648,-1.48151,-1.64355,1.9032,0.48009,0.04678,-0.89757,-1.97988,0.36027,-0.03731,1
-0.61212,-0.78008,1.83385,0.30146,-2.44708,-2.35264,0.42564,3.29463,0.81952,-1.3717,0.57462,-0.5298,0
-7.14997,-2.13432,4.01017,-3.30391,-4.59306,-3.16079,-2.53284,-2.38378,-2.30455,2.74509,1.3169,1.7597,1
-3.05452,-2.87187,3.20615,0.19693,-3.62984,-5.29329,-1.00057,2.20035,0.38474,-0.58989,1.3959,-1.23751,0
2.59685,2.04219,-1.87051,-0.74502,0.59908,1.64105,0.35418,0.15073,0.96103,-1.26253,-1.85218,0.53219,1
-0.22625,1.06192,1.33149,-1.44146,-3.38832,-1.14392,0.27806,3.11935,0.93797,-1.94201,-0.79647,0.74014,0
-2.1074,-1.83883,1.7271,2.26594,-0.44498,-1.53924,0.52589,2.43962,-0.28266,0.45948,1.83066,-0.705,0
-5.54455,-0.44043,1.16039,-0.70853,-1.20715,0.43718,-1.20512,-1.00343,-1.90115,3.00523,0.17962,2.61877,1
3.24722,1.58272,1.37506,-0.38701,-3.84097,-2.00194,1.70683,6.49425,2.71542,-4.99585,-0.77561,-1.01486,1
-8.82915,-2.39429,3.01563,-1.05514,-2.91947,-3.07888,-3.44312,-3.21529,-2.91096,3.56758,1.26792,1.43726,1
-1.92703,1.379,3.80887,-0.68699,-4.57637,-0.74753,0.92174,4.13916,-0.57209,-2.31171,1.52794,0.08402,1
1.77809,4.94225,2.65531,-1.0023,-2.43001,1.47142,-0.44771,-2.15739,-2.40205,-5.30395,2.22735,-3.61574,1
-1.95526,3.7391,0.60922,1.49459,-1.99212,-0.72404,-2.39389,-0.57425,-1.32734,-3.99827,-0.29725,-2.17026,1
-2.89156,-0.75631,2.05234,0.27156,-3.23086,-3.02871,-0.69853,2.83477,0.32733,-0.9103,0.1839,0.02704,0
-2.82164,-1.29737,0.70754,-0.9221,-1.49118,-3.07343,-2.5575,-2.53184,-0.52793,0.54547,-0.2466,-0.43487,1
-1.4292,0.51876,2.37735,-0.87115,-2.254,-0.79538,-0.46239,-0.40784,-1.21161,-0.99111,1.45567,-0.82052,1
-1.97918,-0.38883,-2.12172,1.5399,-0.31157,-2.5149,-1.8927,1.70657,1.71619,-0.22986,-3.03382,0.89207,0
-4.40791,-2.39954,0.40141,2.31783,-0.76598,-3.88629,-2.11562,0.75935,0.09593,0.91684,-0.17335,-0.36977,0
-0.33882,-1.19622,-2.16221,-0.25461,-0.43513,-3.64321,-2.39084,-0.48429,2.08855,-0.3308,-3.10389,0.11949,1
-0.58366,0.51705,0.8554,-1.77297,-1.64288,0.10042,-0.03478,0.08405,-0.19208,-0.01981,-0.20388,0.95228,1
-3.77845,-0.2854,2.51536,-1.77243,-2.99016,-2.08011,-2.03433,-2.1413,-1.6706,0.22717,0.94055,-0.12712,1
4.39017,2.69025,1.88364,-2.70278,-2.7509,2.36126,3.42573,4.27923,1.0243,-3.10102,0.52874,0.52694,1
1.56305,3.15777,-0.70449,-0.03291,-0.72836,-0.43008,-1.7799,-1.92036,-0.17695,-3.85332,-0.99126,-2.36314,1
-1.81371,-0.10973,-0.44555,0.36892,-1.52135,-1.50595,-0.56623,2.81131,1.23117,-0.18554,-1.84312,1.45637,0
-2.03906,0.77032,-0.24749,1.70672,-0.86784,-0.95739,-0.87779,1.96829,0.25959,-0.98779,-0.94313,0.13931,0
5.40536,2.51323,-2.47514,-3.97106,-0.49877,2.73074,1.93906,1.86087,2.72833,-1.23337,-3.59056,2.80744,1
3.1426,0.28979,1.21334,-1.46718,-3.2918,-2.07441,1.61382,4.9762,2.62726,-3.29485,-0.72101,-0.36132,1
0.78601,1.38191,-4.30411,0.93125,1.19446,-1.58851,-2.81487,-1.22681,2.00012,-1.59368,-4.47152,-0.1184,1
-3.57481,-1.3439,-0.33808,2.12759,-0.81429,-3.09888,-1.79605,1.65211,0.64179,0.28636,-1.14152,0.2063,0
-3.78433,-0.69328,1.99617,1.77062,-0.86427,-0.38462,-0.02536,1.42373,-1.42257,0.90395,1.78945,0.12721,0
1.16487,-0.81209,3.74947,0.63166,-3.30449,-2.64651,1.905,4.98707,0.80653,-3.10669,2.60149,-2.30208,0
-5.7802,-0.53489,2.40888,-2.06039,-2.88344,-1.37369,-2.32327,-2.58387,-2.271,1.96573,0.66256,1.42416,1
5.4252,3.00021,-3.83992,-0.89142,1.84413,-0.07964,-2.11354,-4.46895,1.32306,-3.77192,-2.99896,-2.69254,1
-1.98163,2.18355,-0.50692,0.19058,0.24991,2.29528,-0.67785,-1.07166,-1.41542,0.38828,-0.53584,1.18525,1
-3.13049,-2.00798,1.00593,1.55252,-0.68843,-1.99781,-0.386,1.75541,-0.04552,1.21801,0.60432,0.32863,0
0.55492,0.12413,-2.69193,-0.28376,0.19972,-1.89431,-1.91283,-0.67722,1.81992,-0.6676,-3.26858,0.34319,1
0.88492,1.03968,2.52584,-4.645,-4.00079,0.75306,1.60463,1.87327,0.26675,-0.61075,0.12217,2.07951,1
-4.36209,0.28815,-0.72847,-1.31792,-0.68379,-0.54162,-3.00381,-3.52806,-1.25851,1.96891,-1.69117,1.84144,1
2.23653,2.94691,-0.97355,1.2177,-1.93851,-1.79899,-0.69117,3.32264,2.05274,-5.31403,-2.23729,-1.82723,1
2.44331,2.19729,-0.19334,-0.57897,-1.36448,-1.33366,-1.10095,-0.68909,0.63825,-3.95866,-0.8274,-2.37085,1
-4.5663,1.03877,0.29268,-0.26586,-0.91415,-2.34422,-5.03893,-6.85056,-2.72387,-0.42428,-0.131,-1.92113,1
1.61048,0.23928,-2.03074,-0.77931,-0.4468,-1.37761,-0.60112,1.15836,2.27253,-1.05159,-2.9154,0.71244,1
1.65309,2.50432,-0.7446,-0.61586,0.17701,3.36836,1.68198,1.83997,0.22733,-0.60934,-0.85375,1.6314,1
-1.30881,-2.2471,0.64849,1.99677,0.94639,-1.18655,0.19962,0.54783,-0.26082,1.26825,1.47051,-0.76188,0
