v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,target
-0.4184,0.40085,0.04286,0.25412,-0.11926,0.28745,1.60504,0.28813,1.829,0.52907,1.01154,-0.4445,-29.06545775829657
-0.16206,-1.24341,-0.61143,0.75068,-1.24548,1.56091,0.70935,1.22024,0.5039,0.25636,1.43124,-1.76458,-67.59529930834533
-0.06552,-2.05362,1.08954,-0.84504,-1.45546,-0.28973,-0.23804,-1.31899,-0.22217,1.98827,0.24606,0.15758,-181.62025307113112
-0.78563,0.43975,-0.96666,-0.57048,0.43662,-0.19825,-0.91695,0.93032,-0.09595,-0.79752,-1.02472,-0.84741,-82.344566097577
0.42069,2.11747,-0.10382,-0.37774,-0.96998,-0.10674,-1.51141,0.51325,-0.8807,1.02433,-0.27182,-1.17496,-66.41247892542495
-2.56543,0.07144,1.26025,1.56363,-0.08789,-0.92383,-0.38329,0.05062,-2.08929,1.23569,-0.80062,-0.41191,-174.1170043050467
-0.65485,-0.1898,3.00405,-1.87565,0.22162,0.50212,-1.41795,0.92967,0.26221,-0.07878,0.26617,0.90909,-158.0579650868799
1.86183,-1.27114,0.4771,-0.98476,0.92003,-0.42433,-0.78465,-0.23606,-0.34938,0.07938,0.42875,0.65488,208.50205268155216
-2.01313,0.12407,-1.71047,-0.05512,0.98376,0.1269,0.18767,0.27778,-0.73702,0.62529,1.16863,-2.51292,-110.7156576564526
-0.53548,-0.50128,-0.78501,-3.34428,-0.42059,0.12667,-0.00044,-1.06652,-0.8423,-1.2104,-0.99579,0.4227,-300.0593756070066
-0.38627,0.59169,1.67236,-0.94288,0.07765,0.82998,-0.93275,0.79788,-1.80892,-1.24214,-0.02273,0.81968,-88.95872333097512
2.16791,-0.37607,-0.70429,0.30323,-0.14542,0.77189,-0.80265,1.89244,0.47349,-0.51134,-0.38305,-0.03293,220.00421575374688
-0.01172,-0.2646,0.51335,-1.60398,0.46669,-0.16032,0.11247,-1.45408,0.91035,0.47215,1.07108,0.31621,-50.433321226678615
1.35336,-0.48392,-1.4163,0.60769,-0.38481,0.73102,0.33885,-0.38969,0.68089,1.20393,0.21109,-0.85116,140.6763951754681
0.79586,-0.79784,-0.4488,0.09617,2.05286,-1.05516,1.21804,0.19567,1.42088,-1.33474,1.22724,-0.29127,271.5964248618462
-0.28047,0.01603,0.59256,1.75005,-1.42624,0.22538,0.93643,2.01712,-0.55187,1.28642,0.67552,0.69886,-39.49497866667898
-0.56925,-1.20718,-1.0577,1.53135,2.08564,0.13923,1.19659,1.60618,-0.88101,-0.41036,0.60826,-0.49776,221.07544293436297
0.07315,-0.11038,0.17347,-0.94514,-1.35257,0.08244,-0.51536,0.04385,0.25848,-1.43225,0.51398,-1.167,-162.95265527347343
0.2205,-0.69616,-1.1944,1.6744,-0.88283,0.98513,0.02835,-0.59452,-0.7304,0.39299,0.76345,1.12518,53.50126088594675
-0.69123,1.77364,0.1469,-2.07448,-0.08656,-0.12573,-0.15416,-0.30543,0.09861,1.42524,0.32398,-1.37637,-200.0360752763242
0.76782,0.28433,-0.4159,-0.32502,-1.13933,0.82043,0.20621,0.65694,1.7458,0.08918,0.31392,-0.04517,-38.94622351566134
2.58833,-0.59755,-0.54307,-1.11663,0.52603,0.15931,0.44864,-0.1214,1.21067,-0.30016,0.82192,1.98084,242.06746801300204
1.07293,1.01528,-0.18372,1.5785,-0.59046,-2.10105,-1.40832,1.54666,1.08392,-0.72474,-0.2967,0.89388,150.20626037079103
-0.67103,-1.74117,-0.57709,1.21906,0.02575,0.89665,1.51027,0.9727,0.11064,-1.59923,0.47816,-2.08125,13.185887250253941
0.72744,0.1968,-0.79341,-1.11614,0.26194,0.61798,-0.31544,-0.29071,-0.85356,-0.45369,1.23499,-0.51086,36.457541031163665
-1.58934,-0.61973,0.67954,1.58063,0.9515,-0.52221,-0.31505,0.82597,-0.41209,-0.15622,0.81928,0.85155,25.879458635999633
-0.79072,-0.61695,-0.32159,0.1186,-0.34297,-0.55962,-0.08631,-0.71971,1.37755,0.43163,1.28318,-0.09655,-91.77237623916501
-1.14565,-0.9983,0.30727,0.21299,1.42521,-0.05923,0.30464,-0.71791,-0.73599,1.17073,1.1447,-1.69596,30.174209749284664
-0.63957,0.84681,1.60784,-0.05416,-0.00757,0.06421,0.57274,1.72876,0.94799,0.49017,0.84879,0.42628,-61.27537250577966
-1.66412,0.35937,-0.97626,0.92382,-0.02364,-0.33222,0.70608,1.63427,-2.47371,0.17187,-1.47926,0.27602,-122.16612311578497
0.5645,2.11783,0.62463,1.07749,0.3699,1.23514,0.0577,-0.62477,0.93687,2.65912,-0.34607,0.26856,151.79473532126974
-0.4251,-0.91273,-2.29202,-0.4463,-1.02661,-0.63323,0.71246,0.68453,0.60306,-1.22547,0.20565,-0.552,-156.50182252969998
0.26816,-1.08965,0.60747,0.33707,-0.97522,-2.35368,-0.46003,-0.8823,-0.37894,1.41859,-1.16074,-0.28702,-44.81103604808576
-0.81554,-2.11271,-0.32406,0.10243,-0.28003,0.30638,-0.14713,0.43866,-0.06689,-0.99809,-0.4853,0.41957,-102.64174586077662
0.37199,-1.43508,-1.71785,0.6735,-1.61002,0.95366,-0.91247,0.88846,0.49055,-1.41898,-0.26825,1.11046,-62.58863608073232
-0.96318,-2.97642,0.63002,-1.02461,0.04433,0.72239,-0.5803,0.85468,1.04361,1.26107,-1.30884,0.70723,-163.60664728496613
-0.38678,0.6285,-2.1741,0.3753,-1.4984,0.01164,-0.63752,-0.32805,-0.62829,1.17641,-1.34436,-1.01464,-154.39339892812237
-1.24927,-0.7946,0.95665,0.36088,-0.31335,0.27815,0.43651,1.22838,0.38784,0.09009,1.33862,-0.41189,-120.01861790105895
0.55751,-0.21996,-0.74764,-1.21851,0.64336,0.46934,-0.35266,0.91233,-0.7067,-0.25204,-1.39784,1.24196,27.40442538377387
-0.36056,0.007,0.93272,0.28908,-1.0889,-0.2093,0.65179,-1.49599,1.38218,0.32894,-1.60688,1.8945,-123.55909868819076
0.23,0.15031,1.33384,0.5132,0.87781,1.59775,0.93533,-0.77582,1.16407,-1.90073,-2.15498,-0.67157,114.96276841523162
0.51671,-0.60116,-0.39848,0.38721,0.55855,2.39832,0.62745,0.81329,1.59793,-0.15599,0.03909,-0.50427,123.91863450695712
-1.13248,-0.20935,0.11407,-1.2118,1.22014,-0.62402,1.33566,0.02104,0.36766,1.24773,-0.1975,0.21669,-82.52228058600625
0.05347,-0.74636,0.76952,-0.10189,0.82855,0.14636,-1.4199,-0.14938,-0.29763,-0.31707,-0.32841,0.42453,68.79565010702991
0.79572,1.41369,-0.6291,1.04372,0.39895,0.64228,-0.03985,0.75198,0.35717,-0.41863,-1.42664,-1.01938,167.5294959493302
0.07548,-1.46595,1.26469,-0.1125,-0.15635,1.43582,-1.77531,-0.03955,0.48661,0.0121,1.21972,-0.47449,-3.7263453221918725
1.20116,-0.76818,0.32702,-0.57413,-0.7958,0.0628,2.42985,0.51958,-0.57271,0.46289,-0.34988,-0.81259,14.096825645820283
2.14302,0.18181,1.23243,-0.71876,-0.57269,-0.47419,0.84568,-0.52624,1.16082,-0.4309,-0.4347,-0.62084,117.9827439990721
0.41867,-0.90511,-1.10218,1.23361,0.36248,1.02274,-0.04646,0.54045,-0.36395,1.64918,-0.50922,-0.81186,144.77495694230026
1.42066,0.01669,1.35596,-0.23836,1.69455,-0.49014,-0.07805,0.30574,-1.60175,0.02428,1.00539,0.09375,281.13235987359127
-0.34422,0.72689,0.84409,-1.81359,0.9217,0.69091,1.32615,-1.18595,-0.24602,0.79277,-0.35211,-1.28329,-67.36644239568135
-0.05266,0.73756,0.70344,-0.01093,-0.25581,-1.17026,-1.42929,1.35762,-0.39168,-0.03132,-1.25889,0.1332,-36.691004936160304
1.07461,-1.09844,-0.40302,-0.68352,-0.4859,-1.07327,0.07629,-0.14342,-3.77081,0.16888,0.15672,-0.03594,25.096463329695954
0.35005,-0.73458,0.33129,0.99087,-0.35775,0.31409,0.45548,-0.62277,-1.51862,0.27425,1.98004,-0.12589,78.6742005810497
-0.62056,-0.42203,-1.2806,-1.43552,-2.8787,-1.01932,-0.59214,-1.82493,-1.13319,0.07276,-0.30783,0.51317,-399.60956684745395
-1.35148,0.00141,1.51043,-0.56808,0.01164,0.02211,-1.10085,2.18189,0.21177,-1.09151,0.36415,1.25797,-165.50740622354297
-0.60135,0.25292,-0.28844,-0.15028,1.35844,0.88144,-0.68581,0.22166,-0.7283,-0.90015,0.09346,-0.1374,49.02114557465268
-0.73849,-0.87741,0.25184,-0.92705,-0.65841,-0.84061,0.9165,1.5601,1.61899,-0.12386,-1.93503,0.29283,-200.25237919734957
-0.67913,2.31677,-1.01126,-1.27871,1.40752,-0.29038,0.12146,-1.02668,1.12083,-1.12269,1.61001,-0.61015,-12.284344893057082
0.78685,1.64018,-0.67105,0.52361,1.23713,-0.27871,-0.22569,0.74918,0.20265,-0.1688,-0.12396,-2.33948,216.5688730111656
0.03139,-0.82099,0.63997,-0.68795,2.04654,-0.1532,0.13203,-1.3767,2.54833,-0.35999,1.15473,-0.68515,146.45454252236092
0.82287,-0.46662,0.17003,-0.15179,0.50909,-1.12479,1.93899,-0.31636,-0.34321,-0.86079,-0.07122,1.14764,116.60126091151426
0.44089,0.93355,0.46415,0.62795,-0.17219,-0.9805,0.19449,0.2497,-0.87451,0.78962,1.19612,-0.67725,76.19613796838172
0.06073,0.30956,-1.37507,2.1421,1.44616,-0.01445,2.77193,-1.962,0.5042,-0.74813,-0.99033,-1.20012,254.61092619423422
-0.4468,1.20983,-0.17364,2.18219,-0.96402,-0.16507,0.68037,-0.25403,-1.52305,-1.10137,-0.05264,-1.57547,4.858229591992074
-0.98135,1.73076,-1.06117,-0.86381,-0.75823,-0.28342,-0.04291,0.79641,-0.1582,0.46954,0.17758,0.6126,-214.44490663868714
2.13614,-0.04902,-1.07546,-0.49088,-0.41846,-0.81302,-0.35655,0.54439,1.08916,-0.10439,1.63083,-2.28665,159.31884217576143
-0.25382,-0.62606,-0.06161,-0.34145,1.00781,-0.22567,-1.55256,0.86527,0.42,0.37153,0.5627,0.79888,45.2387798496295
1.25187,1.29636,-1.18448,1.9275,-0.43875,0.99314,-1.26457,-0.58263,0.28025,0.72932,1.34712,0.32423,214.25724465424506
0.01745,0.046,-0.42765,1.08695,0.57081,-0.9848,0.37604,0.39637,-0.16957,-0.3113,1.64919,-1.52039,129.24033412004326
0.31633,1.01171,1.34419,-0.76878,1.64541,0.10292,-0.02685,-0.67516,-0.50705,0.21257,0.21236,0.28402,128.59881030521237
-0.05404,1.13434,-3.55815,0.08637,0.66767,1.56605,0.41784,-0.59978,1.23611,1.30764,0.02339,0.65712,58.00588120975612
1.16705,-1.24615,0.32164,-0.52182,0.07701,-0.26044,0.19375,0.46219,-0.72525,0.13131,0.61815,-0.31623,96.19533957086126
-0.0093,0.54896,0.25095,1.01023,1.32578,0.68968,-0.03098,0.15377,1.34964,-1.07872,0.81989,1.13081,181.13498674724923
-0.00622,-1.09661,-0.52547,0.40292,0.08301,0.07666,0.05224,0.73641,-0.42114,-0.93249,-1.74807,-1.08023,18.900884004429987
0.95162,-0.41656,-1.78605,0.58547,0.46484,1.32379,1.37059,-0.90924,-1.21759,0.9828,-1.12251,-0.8218,163.07942735977605
1.02197,-1.22596,1.09278,-0.25086,-1.82038,-2.09348,1.37883,-1.09064,0.73441,-1.70865,0.20567,-0.05178,-68.71919239617196
-1.12275,1.39615,-0.95127,0.77322,-1.88877,-0.39247,0.77392,1.13022,1.10369,0.4984,0.22253,0.38041,-226.19708664230524
-0.50584,-0.12337,0.59892,0.39716,-0.79224,0.08795,-0.55407,-0.5558,-1.10608,0.24634,-1.56436,0.14765,-105.56309888235516
1.15916,0.56381,0.37809,2.02058,0.91928,-1.03067,0.99372,0.04494,-0.7167,-0.27109,0.84741,0.12093,324.41603700016935
-0.14756,-0.38359,1.1262,2.67043,0.00686,0.29363,-0.96466,0.01372,0.71836,0.95284,1.38097,-1.1938,158.41052966355923
1.43532,0.09929,0.54504,-1.34184,-0.74932,1.5783,0.25175,0.20573,-0.74703,-0.22939,-1.45883,1.71776,-13.180913382495255
0.75859,-0.56575,1.43139,-1.14635,-0.08231,0.52358,-0.94763,-0.25651,0.00024,0.40944,0.50948,1.88719,2.8496184612865147
0.08628,-0.55638,0.10784,-0.17824,1.27389,0.39413,-1.60219,-0.83707,-0.61586,-0.6649,-1.89036,0.92252,94.66555314183634
0.45776,0.21999,-0.45986,-1.14516,-1.86218,0.23611,2.14183,-0.21216,0.77362,1.47906,0.98324,0.83098,-177.44156267458658
1.32942,-0.74947,1.74976,-1.70041,-1.35548,0.20218,1.13956,-0.38832,0.28852,-1.40382,-0.3433,0.60017,-89.75461383370379
-0.60699,-0.7113,0.8892,1.1369,-1.9634,-1.18891,1.33138,0.04546,1.89329,-0.15151,-0.35842,-1.64608,-163.15621291198119
0.85892,-0.27403,-0.27079,-0.14827,-0.85714,1.02916,1.63264,-1.49599,-0.35421,1.14315,0.2873,-0.53724,5.180795404692802
-0.85131,-1.49627,0.8597,-0.74317,0.37643,-0.5127,-0.73929,0.31498,0.57068,-0.20927,0.71081,-0.06113,-92.1695061313631
-0.09494,0.2062,-0.3663,0.86304,-0.79974,-0.95927,1.86691,1.29024,-1.53411,0.48365,0.56187,1.01204,-21.55720580588146
-1.25656,0.13552,-0.15782,0.90249,-0.45822,0.66545,-1.08932,-0.57799,-0.19753,-1.31451,0.7363,0.10915,-104.62495351054741
-0.02659,0.14378,1.9992,1.25869,1.33896,0.55611,-1.09471,-1.3676,-1.47591,0.79842,0.6548,-0.09158,194.4715308355222
-0.72066,-0.43179,-2.59924,-0.98885,0.19873,1.03853,0.65497,-0.31648,0.14205,1.11809,1.22103,0.47349,-105.8373663756932
-0.36739,-0.21152,-2.50947,-1.31726,0.38374,-0.45843,0.87274,1.42084,-0.06803,-0.35045,-0.69342,-1.07325,-88.33521914593976
1.42593,-0.7298,-0.2133,-1.10075,-0.16381,1.09288,0.05351,-0.25007,1.00229,-1.00382,-0.53595,-2.25674,57.62474378489023
0.10355,0.30934,-1.03173,0.67111,-1.58879,0.06461,1.74908,-0.21347,0.11556,-0.1351,-0.33228,0.43063,-88.04323206527663
0.8793,-0.81195,-0.09479,-0.80136,-0.9029,0.39132,-2.21472,-0.87021,-0.36545,-0.00151,1.22066,-0.94166,-29.938470714021616
1.95269,-0.97472,0.18759,-0.16065,-0.52949,-1.79037,0.24889,0.06569,-2.28325,-0.14669,-2.19542,2.56842,124.19877078718723
2.64094,-0.32416,1.17355,0.9555,-0.60605,-2.40947,-0.78198,-0.49858,0.99665,-0.16395,0.48797,-0.46002,273.21828317098146
0.26305,-0.24828,0.8281,0.848,1.5615,-0.66644,0.63478,-0.36266,1.83375,-0.09301,1.69067,-1.93055,225.06114527181714
-0.63267,0.1401,0.12923,1.10296,-0.83003,0.22842,-0.32467,1.12854,0.83639,-0.17277,1.2887,-1.14354,-58.21832521299464
-0.31053,-0.00347,-1.71871,-0.51206,-0.52733,-1.37108,0.93226,2.76687,-1.22799,-1.28007,-1.04783,-0.78175,-114.73759864413415
-0.38706,0.88943,-0.88945,0.93753,0.80228,1.43727,-0.65207,-0.66906,0.26264,-0.32668,-1.27042,0.62628,78.99252014225854
1.41272,-0.16895,-1.16194,0.41533,1.09228,-1.59308,-1.59131,1.72952,-0.04558,-0.62687,0.37108,0.81156,263.5489871506328
0.056,0.23783,-0.3466,0.88121,-0.14935,0.97092,-0.35759,1.41625,1.12933,-1.13897,-0.14667,-1.25401,45.46320118982596
0.06488,-1.1963,1.2966,-1.08948,1.28849,0.61146,-0.00082,-0.63342,-0.90842,0.56834,-1.43515,-0.44816,41.67881818164945
-0.9833,0.50762,-0.30497,0.2128,1.60561,-0.84541,-0.19075,0.08249,0.05729,0.95412,-0.11469,-0.29333,53.01310648349614
-1.18459,0.53952,-1.32105,0.79468,2.00211,-0.37574,-0.8986,1.95856,-1.39349,-0.61028,-1.13656,0.54673,95.21898600687965
1.36947,-1.16114,0.33261,-0.66935,1.3243,-0.82257,1.12182,-1.09101,-0.85262,-0.86957,-0.06353,0.51046,210.16279867515678
0.49295,1.07941,0.2509,-0.88956,1.07551,0.57252,1.2691,-0.40095,0.09849,0.29128,1.89042,1.54333,101.71795633157706
0.31035,1.26112,0.39841,-1.28718,0.24422,1.0316,0.80626,-1.52196,0.78695,0.22507,0.86887,-1.072,-19.801632999218167
-1.24145,0.807,1.09269,-0.73628,0.0929,-0.41141,0.75938,-1.12073,0.77226,-0.00048,1.28365,-0.02875,-151.15489591195802
-1.14576,0.03415,0.57531,0.19246,0.01668,-0.62857,1.11354,-0.51529,-1.81044,-0.5216,1.41972,-0.41479,-90.90828944136068
-0.50095,0.87932,2.08186,2.29024,0.19958,0.46038,0.60117,-0.31135,0.30897,0.23295,-0.11916,-0.7711,106.0031400708019
-0.76726,0.01963,0.78809,0.04987,-0.76259,-0.07602,0.49043,-0.87462,-0.35808,-1.18531,-0.51243,0.87829,-142.70081202112226
-0.23599,-0.2823,0.35226,-2.93406,1.80055,0.95336,1.04266,0.90292,0.72706,-0.53294,-1.44605,-0.26152,-56.67220805692946
-0.45695,0.31688,0.79306,-3.61337,-1.34375,-0.43822,-0.51929,2.36637,2.14292,0.23596,-1.83836,0.48063,-394.2808991563646
0.11697,-0.21063,2.37853,1.04525,-0.84218,-0.28906,-0.34633,0.64958,1.26724,-0.23944,-0.16184,0.73299,1.6911961681045191
-1.33538,-0.70061,0.21452,1.14105,0.22653,-0.34733,-0.10492,0.14924,0.12805,-0.22954,-0.9804,0.18231,-50.96211964228196
-2.69069,0.54581,1.51801,-2.08676,-0.12096,-1.58106,0.37632,-0.47903,1.89304,0.36526,-0.84947,-1.451,-411.7438044091989
0.73007,-1.37117,-0.31685,-1.50182,-0.62567,0.11142,1.56526,0.42826,-0.402,-0.35914,-0.25436,0.58351,-73.9838799857772
-0.9928,0.52116,2.67828,-0.42542,-0.64027,-0.23468,-0.52386,0.18472,2.11203,-1.82214,0.83957,-0.5642,-173.91097001545472
0.19058,-1.08667,0.28386,-1.55344,0.16798,-0.50092,-1.76767,-1.10785,-0.38391,-0.6026,-2.17499,0.51053,-76.098869522162
1.35444,-1.66031,1.56746,1.01919,-0.4381,-0.32938,-0.15857,-1.44609,1.34556,2.36891,-0.96228,0.12176,152.93309164029756
0.72568,-1.36479,-1.8696,0.94531,-1.75784,-0.68711,-0.15104,-0.81238,0.29682,-0.35881,-0.74447,-0.45517,-26.643208493028563
-0.80094,-0.22226,0.96894,-0.02367,1.04829,1.30802,-1.58336,1.53994,2.51453,0.30571,0.52857,-0.48983,13.020857478151063
0.30574,-0.53621,-0.22581,0.47344,-0.69802,-1.77406,-0.72751,0.24558,-0.79158,-0.78324,-0.79484,0.81133,-6.369400929119422
0.26611,0.25064,-0.52605,-0.5636,-0.96896,1.69327,0.37103,-0.29523,-0.43714,0.58907,0.18288,0.6437,-89.77191635886734
0.06228,-0.79542,-0.80884,-0.40668,-1.00018,-0.22143,-0.30542,0.67592,1.11774,0.07556,0.05373,1.07516,-104.11279745668654
1.50408,-0.55986,0.8218,-1.3456,0.4165,-1.29739,0.33527,-0.0736,-0.24814,0.05237,0.33817,-0.2023,107.0512626705716
-2.37075,0.9665,2.36109,0.39138,0.01611,-0.61831,0.48876,-0.34078,0.3195,-0.00725,-0.48683,1.30291,-214.57640731135268
-1.61878,0.6289,1.38161,0.05369,0.30737,-1.07021,1.43726,-0.80954,-1.28803,1.4923,-0.84389,0.19186,-137.31471299662962
-0.36439,0.57137,-0.46473,-1.19916,0.3908,-1.54587,0.13315,-0.60146,-0.73265,0.2339,1.91831,-0.95957,-61.676483416378616
1.45589,-0.37535,-0.28157,-0.65534,-1.75203,0.25852,-0.16003,-0.63269,-0.28975,1.09796,-1.23579,0.266,-54.2271595912566
-1.15629,0.30713,-0.46282,-1.06847,-0.30439,-1.36448,-1.22012,-0.07258,-0.58613,-1.58578,-0.1355,-0.83505,-207.31907436361558
1.76104,-1.09193,-0.7072,1.53098,-1.66588,-0.56711,-0.45991,0.50288,-0.9664,1.08532,-0.81848,0.21382,119.6073743039348
-0.70134,0.84795,2.21566,-2.25221,0.09984,-0.84522,-1.11925,-1.2409,-2.2068,-0.76354,1.73352,-0.24187,-185.69682497816942
-0.37692,-0.05135,-0.0005,1.46118,1.18267,0.16057,0.9959,0.33404,-1.47312,1.22688,-0.10064,1.27489,153.0912839047855
0.04122,0.03699,0.26475,0.83364,-0.41507,-0.17746,-0.07227,-0.71391,0.30859,-0.42162,0.3324,-0.56294,21.71694807429141
-0.28846,-0.1839,-0.76595,0.5264,0.62508,0.32068,-0.14915,-0.65687,-0.94642,-0.09188,0.27748,-0.17952,59.52475018062832
-0.07778,1.60127,0.0036,0.58829,0.02144,2.56822,1.07103,0.7221,-0.97836,1.29982,-1.0778,1.31047,22.44669410754577
2.13326,-0.1021,1.41149,-1.43665,1.31626,0.49086,-1.37145,-2.3606,-1.68175,-0.67544,0.18829,-0.33485,240.95981257119618
0.40954,-2.09696,1.26613,-0.21649,-0.90764,-0.82605,-0.38812,-0.20928,-0.75136,-1.1466,-0.52785,-0.92143,-54.176826863925406
0.07742,-0.30924,1.56985,-1.26423,0.63228,1.10838,-0.47244,1.18927,0.53875,0.39501,-0.83023,-0.13562,-20.195564122483756
-1.47459,-0.1337,1.17819,0.41475,-1.03548,0.22789,0.51544,0.60865,0.81278,1.28606,-1.34235,0.00058,-220.54802034978087
-0.63808,-0.52705,-0.03095,-0.19152,0.19987,1.71205,-0.58219,-1.30904,0.06075,-2.32662,-0.87849,1.60883,-63.93594806051961
-0.1607,-0.21831,-1.70447,-0.90271,-1.08068,-1.04276,1.21111,1.32391,0.77464,-1.31386,0.33793,-0.11656,-161.59486912865634
0.86505,0.29844,1.7126,-0.23759,0.19266,0.62811,-0.02439,-0.59214,-1.00521,0.5866,1.00834,-1.13136,96.11896933227189
0.09697,0.05684,0.58987,-0.36676,1.13766,1.06726,-0.56574,-0.62551,1.65218,0.4384,0.7281,-2.29589,91.04192083055452
2.45939,-0.00903,0.24006,-0.96395,-0.06239,0.09726,0.35631,0.07314,-0.73305,0.93069,-0.04862,0.30309,181.45469409916734
3.07277,1.02424,0.74615,-0.42373,2.667,0.49361,1.08213,1.43433,0.75314,0.41971,0.86137,-0.99155,517.7235896127995
0.62064,-1.51582,1.10381,0.19746,0.99033,0.56356,1.1242,1.1795,-0.39303,1.29872,0.13028,-1.93412,160.72413570076282
0.12791,0.44319,1.34902,-1.50089,1.76815,2.14235,0.03878,-0.74658,0.18207,0.03973,-0.19928,0.54573,72.87637760496243
1.26868,0.38979,-0.39241,0.56025,-1.24302,-0.66423,-0.08035,0.88475,-0.1401,-0.18832,1.17845,0.43356,62.19782864117943
-0.50001,-0.23742,-2.13267,-0.4349,1.18019,-0.4205,0.43933,0.06493,-0.38882,2.29985,-0.67446,-0.24004,21.06496964329092
-0.64845,2.46892,0.58945,-0.9573,-0.52203,-1.27443,1.11484,-0.27807,1.77223,-0.8937,-0.62004,0.54437,-172.2233800315548
-1.02965,-0.9868,-0.00908,-0.21362,1.29361,1.28408,-0.47621,0.80949,0.67487,-1.10328,2.16972,-0.58031,11.67946845710828
-0.49348,0.24339,-0.71846,2.04888,-0.78183,-0.92954,0.69022,1.36728,0.63219,0.17078,-1.00651,-0.24953,1.2086315665643335
-0.8008,0.24279,0.80873,-1.17166,0.94663,0.10154,0.11439,-2.14347,0.8788,-0.0696,-0.31438,1.40559,-71.46877011666344
-0.45273,-0.23131,1.2046,0.06302,0.33441,2.04098,0.68428,0.9725,-0.57024,1.73833,-0.59876,0.25107,-16.39962619738814
-0.19763,0.81687,-0.41595,-0.3958,-0.81044,-1.53264,0.17011,0.07389,-0.52243,-0.45656,-0.40946,0.99142,-116.4750245685303
-1.58613,0.95501,-0.44234,0.13915,0.37954,-0.50644,-2.08142,-0.37793,1.28536,-0.13784,0.28059,0.31187,-114.77597949613171
-0.00571,0.42595,0.61808,0.53222,0.29447,-1.01562,1.01778,0.26464,0.00052,-0.26137,0.55308,-0.46729,61.305989651806996
0.61939,-1.39,1.7809,0.06649,-1.06132,0.44191,-0.2996,-0.74297,-0.89651,0.23597,0.42187,0.58154,-22.49002285989805
-0.15166,-0.19664,-0.93136,1.86152,-0.50027,-0.13924,-0.26151,2.1062,0.06729,1.12187,0.9278,-1.19453,61.96434559396416
1.52218,-1.30858,0.852,-0.83539,-0.72386,-1.02971,0.55008,0.20353,-0.00564,-0.79727,0.49846,-0.17011,42.506897412590476
0.59523,0.0373,0.83614,-0.64531,-0.17994,-0.11786,-1.30247,-1.22721,0.41538,-0.56958,-0.0147,0.87249,4.909669465873672
-1.25675,0.74857,-0.54765,-0.08711,0.73318,0.94783,-1.98289,-0.26867,-0.41842,0.46421,-1.75001,1.13817,-79.57345278838682
0.1094,-0.43707,-1.92719,0.76343,2.22937,0.34096,0.02995,0.44448,2.27358,-0.84159,1.15205,0.02237,258.44082551586735
0.12813,-1.1701,0.65664,-0.27376,0.26762,0.62236,1.81715,0.44652,0.10912,0.44889,-0.92609,2.93021,13.00334147281267
1.61051,0.36854,-0.05099,-0.48449,0.28338,0.27873,0.1678,0.785,-0.06296,-0.07335,-1.36796,0.49947,146.28238375139992
-0.42026,0.25763,-0.22784,0.29727,-0.5414,-0.72761,0.18399,1.42245,0.42523,0.08285,0.15062,-1.40789,-69.25205429065237
0.24045,1.58163,-1.46301,-0.93107,0.91514,-1.1673,-0.3152,-1.09459,0.87478,-0.90164,-1.52936,2.23477,35.7867055874412
-0.30182,0.92963,-0.42492,0.79348,0.24524,0.05422,0.84307,0.25387,1.34981,-0.12031,0.25539,-0.91372,41.357279071249906
0.4741,1.1099,-0.71916,-0.03051,2.29607,1.41822,-2.24892,-1.18614,-1.35491,-0.89987,-0.60288,-0.79779,239.6593148299266
-0.55756,0.36543,-0.56716,-0.18941,1.94553,1.03065,0.42215,0.81361,-0.39098,0.90786,0.44327,-1.99104,104.29797551192969
1.79696,-0.55077,0.10017,-1.01772,1.20958,-0.889,-1.60959,0.817,-0.21679,0.78168,0.4253,-0.35464,225.30458289463337
1.1073,1.24963,-0.88752,0.1966,-0.57245,0.18604,-0.46474,0.86485,-0.17932,-1.5324,-0.73905,0.70983,68.12734675785522
1.09545,-2.37026,0.98048,0.27455,0.65014,0.89126,-0.2342,-1.2843,0.12651,-0.09677,-1.39216,0.661,172.6181379123123
-0.20661,-1.22022,-1.16757,-1.45486,-0.9188,0.15232,-0.57545,0.88295,-0.86652,-0.82077,0.57691,1.97605,-184.0526281990968
0.52352,0.39584,1.48961,-0.34668,-0.97453,1.1803,0.91623,-0.21892,0.02433,0.44502,-1.36274,0.15579,-62.3698276531751
-0.90549,0.00397,-0.18116,1.14766,-0.71779,1.49991,3.02395,0.88789,-0.39198,-0.86388,-1.88879,-1.46081,-95.66457337407694
1.00491,1.21247,-0.76466,-0.55003,0.38851,0.06887,0.36456,0.29234,1.41245,0.54788,0.14724,-1.26061,101.90904996226787
0.8306,1.63158,-0.16995,1.09978,0.11313,-1.40238,-1.15604,1.781,-1.50033,-0.38448,0.0111,2.2623,159.96842240297693
-0.15954,-0.06403,-0.27573,-0.31775,0.55866,-0.02259,-1.17381,-0.56456,-0.19545,-1.70685,0.19765,1.41195,14.830870235663946
-0.45463,-1.05566,-0.65587,-0.73661,-0.28195,0.23207,1.46533,1.70282,0.32577,-0.11723,-0.95729,-0.889,-120.89087891613325
-0.33949,0.39049,1.02428,0.37185,1.62778,-0.15776,0.42629,0.40814,-0.50229,0.50003,-2.55444,-0.67661,111.23029686676179
